ticker,date,open,high,low,close
CHZ,2019-09-04,0.007013,0.007092,0.006563,0.006669
CHZ,2019-09-05,0.006669,0.01436,0.00665,0.01203
CHZ,2019-09-06,0.01203,0.0134,0.008454,0.008454
CHZ,2019-09-07,0.008454,0.01217,0.008454,0.01102
CHZ,2019-09-08,0.01102,0.01178,0.008962,0.009691
CHZ,2019-09-09,0.009691,0.009691,0.008355,0.008355
CHZ,2019-09-10,0.008355,0.008593,0.007784,0.007986
CHZ,2019-09-11,0.007986,0.00803,0.006607,0.006709
CHZ,2019-09-12,0.006709,0.006883,0.005736,0.005945
CHZ,2019-09-13,0.005945,0.006742,0.005912,0.00612
CHZ,2019-09-14,0.00612,0.006323,0.005908,0.006116
CHZ,2019-09-15,0.006116,0.007322,0.006085,0.007116
CHZ,2019-09-16,0.007116,0.007293,0.006677,0.006779
CHZ,2019-09-17,0.006779,0.007853,0.006119,0.006833
CHZ,2019-09-18,0.006833,0.007216,0.006708,0.006809
CHZ,2019-09-19,0.006809,0.006991,0.006477,0.006477
CHZ,2019-09-20,0.006477,0.006513,0.006004,0.006309
CHZ,2019-09-21,0.006309,0.006492,0.006093,0.006093
CHZ,2019-09-22,0.006093,0.006323,0.005621,0.005721
CHZ,2019-09-23,0.005721,0.005721,0.005332,0.005429
CHZ,2019-09-24,0.005429,0.005429,0.004186,0.004357
CHZ,2019-09-25,0.004357,0.004477,0.004055,0.004392
CHZ,2019-09-26,0.004392,0.004441,0.003957,0.004118
CHZ,2019-09-27,0.004118,0.004429,0.004019,0.004101
CHZ,2019-09-28,0.004101,0.004441,0.00403,0.004276
CHZ,2019-09-29,0.004276,0.004355,0.004033,0.004113
CHZ,2019-09-30,0.004113,0.004407,0.004113,0.00424
CHZ,2019-10-01,0.00424,0.004746,0.00424,0.00458
CHZ,2019-10-02,0.00458,0.004867,0.00428,0.004448
CHZ,2019-10-03,0.004448,0.004618,0.004288,0.004371
CHZ,2019-10-04,0.004371,0.004574,0.004166,0.004329
CHZ,2019-10-05,0.004329,0.004658,0.00425,0.004413
CHZ,2019-10-06,0.004413,0.004413,0.004249,0.004328
CHZ,2019-10-07,0.004328,0.005011,0.004328,0.004929
CHZ,2019-10-08,0.004929,0.005079,0.004587,0.005079
CHZ,2019-10-09,0.005079,0.0055,0.004812,0.004984
CHZ,2019-10-10,0.004984,0.00533,0.004814,0.0049
CHZ,2019-10-11,0.0049,0.004967,0.004636,0.004967
CHZ,2019-10-12,0.004967,0.005073,0.004907,0.00499
CHZ,2019-10-13,0.00499,0.005061,0.004812,0.004895
CHZ,2019-10-14,0.004895,0.005353,0.004895,0.005186
CHZ,2019-10-15,0.005186,0.005721,0.005068,0.005558
CHZ,2019-10-16,0.005558,0.006892,0.00537,0.006572
CHZ,2019-10-17,0.006572,0.00687,0.006062,0.006628
CHZ,2019-10-18,0.006628,0.009169,0.006538,0.008531
CHZ,2019-10-19,0.008531,0.009568,0.007575,0.007655
CHZ,2019-10-20,0.007655,0.01056,0.007655,0.009897
CHZ,2019-10-21,0.009897,0.01069,0.009128,0.009457
CHZ,2019-10-22,0.009457,0.009882,0.00924,0.0094
CHZ,2019-10-23,0.0094,0.0094,0.008003,0.008452
CHZ,2019-10-24,0.008452,0.008561,0.00804,0.008263
CHZ,2019-10-25,0.008263,0.01197,0.008263,0.01075
CHZ,2019-10-26,0.01075,0.01185,0.01,0.01056
CHZ,2019-10-27,0.01056,0.01146,0.009933,0.01022
CHZ,2019-10-28,0.01022,0.01022,0.009222,0.009591
CHZ,2019-10-29,0.009591,0.01113,0.009591,0.01113
CHZ,2019-10-30,0.01113,0.01128,0.01045,0.01073
CHZ,2019-10-31,0.01073,0.01136,0.01062,0.01071
CHZ,2019-11-01,0.01071,0.01195,0.01071,0.01185
CHZ,2019-11-02,0.01185,0.01471,0.01183,0.01397
CHZ,2019-11-03,0.01397,0.01715,0.01356,0.01605
CHZ,2019-11-04,0.01605,0.02026,0.01583,0.01724
CHZ,2019-11-05,0.01724,0.01902,0.01538,0.01594
CHZ,2019-11-06,0.01594,0.01711,0.01468,0.01514
CHZ,2019-11-07,0.01514,0.01514,0.01317,0.01418
CHZ,2019-11-08,0.01418,0.01421,0.01246,0.01281
CHZ,2019-11-09,0.01281,0.01376,0.0127,0.01332
CHZ,2019-11-10,0.01332,0.01375,0.01294,0.01321
CHZ,2019-11-11,0.01321,0.01344,0.01274,0.01291
CHZ,2019-11-12,0.01291,0.01402,0.01291,0.01366
CHZ,2019-11-13,0.01366,0.01509,0.01351,0.01448
CHZ,2019-11-14,0.01448,0.01469,0.01365,0.01443
CHZ,2019-11-15,0.01443,0.01443,0.01338,0.01363
