ticker,date,open,high,low,close
ALGO,2019-07-01,1.263,1.367,1.262,1.367
ALGO,2019-07-02,1.367,1.367,1.03,1.165
ALGO,2019-07-03,1.165,1.176,1.094,1.094
ALGO,2019-07-04,1.094,1.15,0.99,1.032
ALGO,2019-07-05,1.032,1.15,0.9848,1.13
ALGO,2019-07-06,1.13,1.199,1.027,1.198
ALGO,2019-07-07,1.198,1.198,1.024,1.09
ALGO,2019-07-08,1.09,1.1,0.9843,1.1
ALGO,2019-07-09,1.1,1.101,1.042,1.101
ALGO,2019-07-10,1.101,1.111,0.98,1.03
ALGO,2019-07-11,1.03,1.03,0.8683,0.8966
ALGO,2019-07-12,0.8966,0.94,0.8,0.94
ALGO,2019-07-13,0.94,0.9401,0.8565,0.9
ALGO,2019-07-14,0.9,1.755,0.81,1.05
ALGO,2019-07-15,1.05,1.05,0.7218,0.83
ALGO,2019-07-16,0.83,0.83,0.6763,0.68
ALGO,2019-07-17,0.68,0.701,0.621,0.67
ALGO,2019-07-18,0.67,1.088,0.6413,0.68
ALGO,2019-07-19,0.68,0.6905,0.6412,0.6758
ALGO,2019-07-20,0.6758,0.751,0.6758,0.7065
ALGO,2019-07-21,0.7065,0.7395,0.6613,0.6613
ALGO,2019-07-22,0.6613,0.6882,0.6355,0.6355
ALGO,2019-07-23,0.6355,0.65,0.5881,0.5881
ALGO,2019-07-24,0.5881,0.6279,0.5566,0.5609
ALGO,2019-07-25,0.5609,0.5609,0.5609,0.5609
ALGO,2019-07-26,0.5609,0.6807,0.5609,0.66
ALGO,2019-07-27,0.66,0.66,0.59,0.59
ALGO,2019-07-28,0.59,0.59,0.555,0.555
ALGO,2019-07-29,0.555,0.555,0.555,0.555
ALGO,2019-07-30,0.555,0.555,0.5526,0.5526
ALGO,2019-07-31,0.5526,0.5601,0.5526,0.5601
ALGO,2019-08-01,0.5601,0.5903,0.5132,0.5132
ALGO,2019-08-02,0.5132,0.87,0.5132,0.805
ALGO,2019-08-03,0.805,0.8267,0.7579,0.7579
ALGO,2019-08-04,0.7579,0.9298,0.6909,0.9298
ALGO,2019-08-05,0.9298,0.9298,0.657,0.798
ALGO,2019-08-06,0.798,0.798,0.7141,0.7141
ALGO,2019-08-07,0.7141,0.7323,0.7,0.7323
ALGO,2019-08-08,0.7323,0.7323,0.68,0.68
ALGO,2019-08-09,0.68,0.81,0.68,0.81
ALGO,2019-08-10,0.81,0.87,0.79,0.87
ALGO,2019-08-11,0.87,0.91,0.8642,0.91
ALGO,2019-08-12,0.91,0.91,0.91,0.91
ALGO,2019-08-13,0.91,0.91,0.8967,0.8967
ALGO,2019-08-14,0.8967,0.8967,0.7642,0.7642
ALGO,2019-08-15,0.7642,1.1,0.646,0.6897
ALGO,2019-08-16,0.6897,0.76,0.6763,0.677
ALGO,2019-08-17,0.677,0.7183,0.6733,0.6818
ALGO,2019-08-18,0.6818,0.6968,0.6658,0.6769
ALGO,2019-08-19,0.6769,0.6769,0.6506,0.6548
ALGO,2019-08-20,0.6548,0.67,0.6034,0.625
ALGO,2019-08-21,0.625,0.6274,0.56,0.5657
ALGO,2019-08-22,0.5657,0.5922,0.5321,0.5742
ALGO,2019-08-23,0.5742,0.5915,0.5427,0.5747
ALGO,2019-08-24,0.5747,0.5799,0.5435,0.5772
ALGO,2019-08-25,0.5772,0.5815,0.5323,0.5378
ALGO,2019-08-26,0.5378,0.5789,0.5201,0.5201
ALGO,2019-08-27,0.5201,0.547,0.51,0.5185
ALGO,2019-08-28,0.5185,0.5355,0.4225,0.4358
ALGO,2019-08-29,0.4358,0.449,0.3901,0.4014
ALGO,2019-08-30,0.4014,0.4245,0.3971,0.4198
ALGO,2019-08-31,0.4198,0.4316,0.397,0.4085
ALGO,2019-09-01,0.4085,0.4166,0.3803,0.3903
ALGO,2019-09-02,0.3903,0.3998,0.376,0.3942
ALGO,2019-09-03,0.3942,0.4051,0.365,0.3696
ALGO,2019-09-04,0.3696,0.3736,0.345,0.3463
ALGO,2019-09-05,0.3463,0.3957,0.34,0.3884
ALGO,2019-09-06,0.3884,0.4199,0.3411,0.3475
ALGO,2019-09-07,0.3475,0.3889,0.3406,0.3737
ALGO,2019-09-08,0.3737,0.3857,0.3552,0.3846
ALGO,2019-09-09,0.3846,0.391,0.3546,0.3689
ALGO,2019-09-10,0.3689,0.3935,0.3628,0.3655
