ticker,date,open,high,low,close
MATIC,2019-04-30,0.003667,0.005137,0.003667,0.004441
MATIC,2019-05-01,0.004441,0.004689,0.004042,0.004366
MATIC,2019-05-02,0.004366,0.004841,0.004071,0.004181
MATIC,2019-05-03,0.004181,0.00443,0.003912,0.0042
MATIC,2019-05-04,0.0042,0.004322,0.003854,0.003971
MATIC,2019-05-05,0.003971,0.004114,0.003592,0.003766
MATIC,2019-05-06,0.003766,0.003966,0.003564,0.003794
MATIC,2019-05-07,0.003794,0.003841,0.003317,0.003317
MATIC,2019-05-08,0.003317,0.003539,0.003299,0.003359
MATIC,2019-05-09,0.003359,0.003518,0.003024,0.003148
MATIC,2019-05-10,0.003148,0.003879,0.003116,0.003815
MATIC,2019-05-11,0.003815,0.00525,0.003815,0.004674
MATIC,2019-05-12,0.004674,0.005582,0.004396,0.005373
MATIC,2019-05-13,0.005373,0.00929,0.005373,0.008665
MATIC,2019-05-14,0.008665,0.01093,0.007262,0.007821
MATIC,2019-05-15,0.007821,0.01039,0.007284,0.009575
MATIC,2019-05-16,0.009575,0.01213,0.00811,0.01087
MATIC,2019-05-17,0.01087,0.01548,0.009362,0.01452
MATIC,2019-05-18,0.01452,0.01468,0.0117,0.01235
MATIC,2019-05-19,0.01235,0.02081,0.01235,0.02024
MATIC,2019-05-20,0.02024,0.03471,0.0188,0.02943
MATIC,2019-05-21,0.02943,0.04554,0.02408,0.02957
MATIC,2019-05-22,0.02957,0.03028,0.0196,0.02212
MATIC,2019-05-23,0.02212,0.03521,0.02212,0.02741
MATIC,2019-05-24,0.02741,0.02959,0.02231,0.02543
MATIC,2019-05-25,0.02543,0.02845,0.02313,0.02474
MATIC,2019-05-26,0.02474,0.02993,0.02321,0.02443
MATIC,2019-05-27,0.02443,0.02504,0.02073,0.0224
MATIC,2019-05-28,0.0224,0.02572,0.02075,0.0238
MATIC,2019-05-29,0.0238,0.02487,0.02201,0.02218
MATIC,2019-05-30,0.02218,0.02218,0.01879,0.01978
MATIC,2019-05-31,0.01978,0.02343,0.01978,0.02215
MATIC,2019-06-01,0.02215,0.02293,0.02062,0.02105
MATIC,2019-06-02,0.02105,0.02237,0.01949,0.0201
MATIC,2019-06-03,0.0201,0.02012,0.0181,0.01907
MATIC,2019-06-04,0.01907,0.02196,0.0175,0.02134
